Question,Answer
Apa saja yang menjadi objek penelitian DJBC dalam pelaksanaan ketentuan lartas?,"Uraian jenis barang yang dilarang dan/atau dibatasi untuk diimpor atau diekspor
Satuan barang yang digunakan dalam dokumen perizinan, dalam hal diatur kuotanya; Sesuai KMK 146 Tahun 2020
Jenis dan format dokumen/ dokumen elektronik yang dipersyaratkan, dalam hal dipersyaratkan
Instumen administrasi Berupa :HS Code, uraian jumlah dan jenis barang, identitas importir/ eksportir, keterangan/pernyataan lainnya pada Pemberitahuan Pabean.
Dokumen Pelengkap Pabean yang dipersyaratkan"
Bagaimana penyelesaian barang lartas yang tidak memenuhi persyaratan untuk dimpor?,"Berdasarkan UU 17 Tahun 2006 tentang Kepabeanan, Pasal 53 ayat (3) dinyatakan bahwa : 
Semua barang yang dilarang atau dibatasi yang tidak memenuhi syarat untuk diimpor atau diekspor, jika telah diberitahukan dengan pemberitahuan pabean, atas permintaan importir atau eksportir:
- Dibatalkan ekspornya
- Diekspor kembali
- Dimusnahkan di bawah pengawasan pejabat bea dan cukai"
Bagaimana prinsip tata niaga post border alam tugas dan fungsi DJBC?,Tata Niaga Post Border adalah Pengendalian Impor yang BUKAN LARANGAN PEMBATASAN yang pengawasannya dilakukan oleh DJBC. Peraturan dari masing-masing K/L telah mengatur bahwa mekanisme pengawasan dilakukan oleh K/L sendiri
Apa saja tugas DJBC dalam pelaksanaan ketentuan tata niaga post border?,"Tetap Melakukan Pemeriksaan Fisik Barang Berdasarkan Manajemen Risiko, Tetap Melakukan Penelitian Nilai Pabean dan Tarif (Ketepatan HS Code), Tetap Melakukan Audit Kepabeanan, Pengawasan Lain sesuai UU Kepabeanan"
Bagaimana menentukan suatu komoditi termasuk dalam komoditi lartas?,"Petugas dapat melakukan langkah sebagai berikut:
Bandingkan Uraian Barang yang diberitahukan dalam PIB/PEB dengan Daftar Barang yang diatur di Peraturan Instansi Terkait
Identifikasi jenis / spesifikasi barang dari referensi di Material Safety Data Sheet untuk Barang Kimia, Mills Certificate untuk komoditi besi baja/ Manual Book untuk barang berpa mesin
Identifikasi spesifikasi, kegunaan dan material barang dari open source baik itu web resmi perusahaan maupun situs lainnya
Informasi juga dapat diperleh dari keterangan importir atau eksportir, misalnya bidang teknisi di perusahaan yang mengenal jenis barang
Untuk menentukan apakah barang yang diberitahukan termasuk komoditi Lartas atau tidak, dapat juga diperoleh dari keputusan petugas sebelumnya. Komunikasi antar Petugas, sangat krusial dalam penelitian."
Apa saja poin penting pengawasan komoditi lartas?,"Portal Indonesia National Single Window sebagai referensi tunggal ketentuan larangan dan/atau pembatasan Impor atau Ekspor
Seluruh Perizinan Kementerian Teknis Terkait Diupload Pada Portal INSW
Perizinan wajib ada sebelum barang masuk Daerah Pabean
Perlakuan lartas atas komoditi re-impor berdasarkan ketentuannya apakah mengecualikan lartas atau tidak
Terdapat mekanisme pengeluaran barang sebagian untuk impor barang yang sebagian terkena ketetntuan lartas
Tata Niaga Post Border bukan merupakan ketentuan lartas sebagaiamana dimaksud Pasal 53 UU Kepabeanan. Kewenangan pengawasan berada di Kementerian Teknis terkait"
Kapan Permendag 36 tahun 2023 berlaku?,Permendag 36 tahun 2023 mulai berlaku 90 sembilan puluh hari setelah tanggal diundangkan yakni 10 Maret 2024.
Apakah Permendag 20 tahun 2021 jo. 25 tahun 2022 masih berlaku?,Importir masih dapat mengajukan Perizinan Berusaha di Bidang Impor dengan mengacu pada Permendag 20 tahun 2021 jo 25 tahun 2022 sampai dengan tanggal 9 Maret 2024. Sebelum tanggal 10 Maret 2024 Penerbitan Perizinan Berusaha di Bidang Impor masih mengacu pada Permendag 20 tahun 2021 jo. 25 tahun 2022.
Apakah importir pengurus perizinan harus mengurus perizinan di bidang impor dan mendapatkan dokumen perizinan sebelum inward manifest terbit?,Atas impor barang yang diatur impornya dalam Permendag 36 Tahun 2023 Importir wajib memiliki Perizinan Berusaha di bidang Impor dari Menteri sebelum Barang masuk ke dalam Daerah Pabean Adapun tanggal yang dipakai sebagai penentuan bahwa barang masuk ke dalam Daerah Pabean adalah tanggal BC 1.1.
"Suatu perusahaan melakukan importasi komoditas yang diatur pembatasannya dalam Permendag 36 tahun 2023, bagaimana jika pengiriman barangnya dari luar negeri dilakukan sebelum tanggal pemberlakuan Permendag 36 tahun 2023?","Apabila barang tersebut termasuk ke dalam barang tertentu yang diatur pembatasannya secara border dalam Permendag 36 tahun 2023, maka Importir wajib memiliki Perizinan Berusaha yang dipersyaratkan sebelum barang masuk ke dalam daerah pabean (dibuktikan dengan tanggal perizinan harus sebelum tanggal BC 1.1)."
Bagaimana status Perizinan Berusaha (IP/IT/PI) dan LS yang telah diterbitkan?,"Importir harus memperhatikan ketentuan peralihan pada Permendag 36 tahun 2023 (pasal 68) terkait pengaturan status IP/IT/PI dan LS yang diterbitkan berdasarkan Permendag 20 tahun 2021 jo. 25 tahun 2022, apakah masih berlaku atau sudah tidak berlaku pada saat nanti Permendag 36 tahun 2023 mulai diberlakukan."
Bagaimana tindak lanjut atas impor barang yang sebelumnya bebas atau mengalami perubahan ketentuan lartasnya yang sudah terlanjur dikirim?,"Terhadap Barang Impor yang tiba di Pelabuhan Tujuan pada saat Permendag 36 tahun 2023 mulai berlaku (10 Maret 2024), yang dibuktikan dengan dokumen pabean berupa inward manifest (BC 1.1), diberlakukan kebijakan dan pengaturan Impor sesuai dengan ketentuan Permendag 36 tahun 2023."
Bagaimana jika barang impor tiba di Pelabuhan Tujuan pada tanggal pemberlakuan Permendag 36 tahun 2023 (10 Maret 2024)?,"Terhadap Barang Impor yang tiba di Pelabuhan Tujuan pada saat Permendag 36 tahun 2023 mulai berlaku (10 Maret 2024), yang dibuktikan dengan dokumen pabean berupa inward manifest (BC 1.1), diberlakukan kebijakan dan pengaturan Impor sesuai dengan ketentuan Permendag 36 tahun 2023."
Apakah dokumen perizinan harus diterbitkan sebelum tanggal inward manifest? baik border maupum post border?,"Atas impor barang yang diatur impornya dalam Permendag 36 Tahun 2023, baik yang pengawasannya border maupun post border, Importir wajib memiliki Perizinan Berusaha di bidang Impor dari Menteri sebelum Barang masuk ke dalam Daerah Pabean. Adapun tanggal yang dipakai sebagai penentuan bahwa barang masuk ke dalam Daerah Pabean adalah tanggal BC. 1.1."
"Misalkan saat impor barang Impor Sementara yang terkena lartas, namun berdasarkan permendag 36 tahun 2023 tidak terkena lartas (vice versa), apakah perlu PI bila saat ini barang tersebut akan didefinitifkan?",Impor sementara terhadap Barang dalam keadaan baru yang termasuk kategori Barang bebas Impor dalam rangka penyelesaian dengan tidak diekspor kembali berdasarkan pertimbangan barang Impor sementara diperlukan untuk pengerjaan proyek pemerintah atau barang Impor sementara dengan tujuan dihibahkan kepada pemerintah pusat tidak berlaku ketentuan kebijakan dan berupa kewajiban Perizinan Berusaha di bidang Impor dan/atau Verifikasi atau Penelusuran Teknis Impor.
Bagaimana mekanisme pengajuan pemenuhan lartas untuk Impor sementara yang akan didefinitifkan?,"Pemenuhan lartas dalam rangka penyelesaian Impor sementara dengan tidak diekspor kembali, hanya untuk pertimbangan Barang Impor sementara diperlukan untuk pengerjaan proyek pemerintah atau Barang Impor sementara dengan tujuan dihibahkan kepada pemerintah pusat. Pemenuhan lartasnya sesuai pengaturan lartas komoditi dalam Permendag nomor 36 tahun 2023."
Adakah relaksasi kebijakan bagi penerima fasilitas TPB sebagai dukungan kepada industri yang berorientasi ekspor?,Dalam Permendag 36 tahun 2023 pasal 29 ayat 1 disebutkan bahwa ketentuan pemberlakuan kebijakan dan pengaturan impor dikecualikan terhadap pemasukan barang impor ke TPB. Ketentuan ini tetap berlaku jika barang impor dikeluarkan dari TPB ke TLDDP dan ditetapkan secara selektif sesuai dengan Lampiran permendag 36 tahun 2023.
Mengapa Bea Cukai mengurusi barang kiriman luar negeri?,"Barang kiriman dari luar negeri merupakan barang impor dan terutang bea masuk. Untuk itu, Pejabat Bea Cukai perlu memastikan bahwa atas pemasukan barang kiriman tersebut telah memenuhi peraturan perundang-undangan dengan melakukan pemeriksaan pabean secara selektif dengan mempertimbangkan risiko yang melekat pada barang dan importir.
Selain itu, DJBC memiliki fungsi melindungi masyarakat dari beredarnya barang berbahaya dari Luar Negeri, serta fungsi melindungi industri dalam negeri dan fasilitasi perdagangan. Pengenaan Bea Masuk ini tidak sekedar terkait penerimaan negara, lebih penting lagi merupakan instrumen fiskal untuk mengendalikan barang impor dalam rangka melindungi industri dalam negeri termasuk UMKM"
Bagaimana cara identifikasi barang hasil perdagangan dengan non perdagangan? Apakah hanya berasal dari referensi PPMSE saja?,"Dalam Pasal 2 ayat (4) PMK 96/2023 diatur kriteria barang kiriman hasil transaksi perdagangan, yang meliputi namun tidak terbatas pada: merupakan hasil transaksi perdagangan melalui PPMSE, Penerima barang dan/atau pengirim barang merupakan badan usaha, dan/atau terdapat invoice atau dokumen sejenisnya. Dalam hal barang kiriman memenuhi salah satu kriteria tersebut maka dapat diidentifikasi sebagai barang hasil perdagangan."
Apakah untuk barang non transaksi perdagangan akan ada perbedaan perlakuan pajak?misalnya barang gift/hadiah?,Tidak ada perbedaan terkait perlakuan pengenaan bea masuk dan pajak. Hal yang berbeda adalah konsekuensi berupa sanksi denda jika terdapat kesalahan pemberitahuan nilai pabean (harga barang) atas barang hasil transaksi perdagangan.
Kenapa barang kiriman bisa terkena denda?,"menyampaikan pemberitahuan data barang kiriman dengan benar dan menghitung sendiri pungutan Bea Masuk dan PDRI (sistem self assessment), karena yang bersangkutan mengetahui detil jenis, jumlah, dan nilai barang yang sebenarnya. Sebagai konsekuensi self-assessment tersebut, maka importir akan dikenakan sanksi administrasi berupa denda jika terdapat kesalahan pemberitahuan nilai pabean yang mengakibatkan kekurangan pembayaran bea masuk. Hal ini untuk memberikan keadilan bagi importir maupun negara dan menciptakan persaingan yang sehat dengan industri dan UMKM dalam negeri."
"Jika sebuah CN terkena tambah bayar atau denda (SPPBMCP), yang melakukan pembayaran atas SPPBMCP apakah PJT atau importir langsung?","Dalam proses bisnis barang kiriman, pengurusan penyelesaian kepabeanan (mulai dari aju dokumen sampai dengan pembayaran) dilakukan oleh penyelenggara pos sebagai kuasa dari importir/penerima barang dan bertindak sebagai Pengusaha Pengurusan Jasa Kepabeanan (PPJK). Tagihan negara merupakan tangung jawab importir/penerima barang. Dalam hal barang kiriman melalui PPMSE, maka PPMSE bertindak sebagai importir dan bertanggung jawab atas pembayaran BM dan PDRI, termasuk denda. PJT yang bertindak sebagai PPJK akan bertanggung jawab apabila importir tidak ditemukan."
"Apabila sebuah CN dikenakan denda, bagaimana billing denda ini? Dipisah atau digabung?Bagaimana jangka waktu pembayarannya?","Tagihan sanksi administrasi berupa denda diterbitkan bersamaan dengan tagihan BM dan PDRI dalam satu SPPBMCP. Untuk efisiensi dalam pelunasan BM dan PDRI serta denda, billing dapat dikonsolidasi. Namun, sistem akan mengakomodir pemisahaan SPPBMCP yang didalamnya terdapat tagihan denda. Oleh karena tagihan dilakukan dalam satu SPPBMCP maka jangka waktu pelunasan denda mengikuti jangka waktu pelunasan SPPBMCP tersebut."
"Jika saya membeli barang secara online dari dalam negeri, kemasan barang selalu diterima dalam keadaan utuh. Sedangkan ketika membeli barang secara online dari luar negeri seringkali kemasan barang tersebut sudah tidak utuh, terdapat bekas dibuka, bahkan kadang ada yang rusak. Jika terjadi kondisi tersebut, siapa pihak yang bertanggung jawab?","rangka pengawasan terhadap masuknya barang yang dilarang ataupun dibatasi impornya seperti Narkotika. Namun, pemeriksaan fisik dilakukan berdasarkan manajemen resiko (parameter tertentu), artinya tidak semua barang diperiksa fisik. Dalam hal dilakukan pemeriksaan fisik, pihak yang menyiapkan barang untuk diperiksa, membuka kemasan, dan mengemas kembali barang tersebut adalah penyelenggara pos. Pejabat Bea dan Cukai hanya melakukan pemeriksaan fisik dengan mengecek kesesuaian jenis, jumlah, dan spesifikasi antara fisik barang dan data yang diberitahukan.
Dalam hal terjadi kerusakan, importir/penerima barang disarankan berkoordinasi dengan penyelenggara pos agar dilakukan penelusuran penyebab kerusakan tersebut."
"Kementerian Perdagangan membatasi transaksi melalui PPMSE dengan nilai minimal FOB USD 100 per unit barang. Apabila terdapat barang kiriman PPMSE dengan nilai di bawah USD100, apakah akan tetap dilayani?","Permendag 31/2023 telah mengatur pembatasan transaksi tersebut dan tentunya akan ada konsekuensi kepada PPMSE jika melanggar ketentuan tersebut. Penegakan kewajiban atas ketentuan tersebut serta pengenaan sanksinya merupakan tanggung jawab Kementerian Perdagangan. Dari sisi kepabeanan, DJBC tidak menolak pengajuan penyelesaian kewajiban pabean atas barang kiriman tersebut. Namun, dalam mendukung kebijakan tersebut, apabila ditemukan barang kiriman hasil perdagangan PPMSE yang tidak memenuhi ketentuan tersebut, DJBC akan memberikan informasi kepada Kementerian/Lembaga terkait untuk ditindaklanjuti."
Apakah PMK 96/2023 berlaku untuk semua jenis PPMSE?,"Cakupan PPMSE yang diatur dalam PMK 96 Tahun 2023 hanya meliputi retail online dan marketplace, tidak termasuk iklan baris online, platform pembanding harga, daily deals, dan social commerce."
Bagaimana perlakuan terhadap PPMSE yang tidak melakukan kemitraan dengan DJBC?,"Ketentuan kemitraan diwajibkan kepada PPMSE yang telah mencapai 1.000 transaksi/pengiriman dalam satu tahun kalender. Jumlah tersebut diketahui berdasarkan pengisian elemen data nama PPMSE dalam dokumen consignment note (CN). Dalam hal kiriman PPMSE telah mencapai 1.000, Kantor Pabean akan mengirimkan surat kepada PPMSE untuk segera melakukan kemitraan dan juga ditembuskan kepada penyelenggara pos yang selama ini menjadi kuasanya. Diberikan waktu 10 hari kepada PPMSE untuk melakukan kemitraan. Dalam hal telah melewati jangka wakti 10 hari, barang kiriman dari PPMSE tersebut tidak dilayani dan dapat diselesaikan dengan direekspor."
"Terkait besi/baja, untuk kegiatan usaha, bagaimana perlakuan di barang kiriman? Apa ada pembatasan jumlah pengiriman?","Produk besi/baja merupakan komoditas yang dibatasi impornya, namun Kementerian Perdagangan melalui Permendag 20/2021 jo. 25/2022 memberikan relaksasi pengecualian Lartas untuk produk besi/baja yang diimpor melalui skema Barang Kiriman dengan ketentuan batasan tidak melebihi nilai FOB USD 1.500 per pengiriman baik untuk kegiatan usaha maupun non usaha.
Dari sisi tarif Bea Masuk, berdasarkan PMK 96/2023, produk besi/baja dikenakan tarif MFN."
Untuk barang kiriman Handphone bekas apakah boleh?,"Permendag 20/2021 jo. Permendag 25/2022 tidak memberikan pengecualian impor barang kiriman dalam kondisi bekas (bukan baru). Dengan demikian, impor barang kiriman termasuk handphone harus dalam keadaan baru."
Apakah ketentuan larangan dan pembatasan impor juga berlaku untuk impor barang kiriman? Bagaimana dengan barang contoh?,"Ya. Ketentuan larangan dan pembatasan tetap berlaku untuk impor Barang Kiriman sebagaimana yang diatur oleh kementerian atau instansi teknis terkait. Terdapat beberapa komoditas yang terkena larangan dan pembatasan yang diberikan pengecualian.
Terhadap barang contoh tetap berlaku ketentuan larangan dan pembatasan."
"Terkait dengan impor Barang Kiriman, apakah terdapat batasan berat? dan jika ada batasan, bagaimana prosedur pengurusan atas kelebihan berat tersebut?","Prosedur impor barang kiriman dalam PMK 96/2023 tidak membedakan perlakuan berdasarkan berat barang, namun berdasarkan nilai FOB dan jenis komoditas. Sementara itu, parameter berat digunakan dalam pengaturan ekspor barang kiriman. Ekspor barang kiriman dengan berat sampai dengan 30Kg diselesaikan dengan CN, sedangkan jika melebihi 30 Kg diberitahukan dengan PEB dan diselesaikan sesuai ketentuan umum ekspor."
Apakah pengenaan tarif bea masuk 7.5% dan PPN 11% berlaku atas semua jenis barang kiriman?,"Pembebanan tarif bea masuk sebesar 7.5% dan PPN sebesar 11% tidak berlaku atas impor barang kiriman berupa :
kosmetik atau preparat kecantikan, yang diklasifikasikan dalam pos 33.03, pos 33.04, pos 33.05, pos 33.06, dan pos 33.07;
tas, koper dan sejenisnya, yang diklasifikasikan dalam pos 42.02;
buku dan barang lainnya, yang diklasifikasikan dalam pos 49.01, pos 49.02, pos 49.03, dan pos 49.04;
produk tekstil, garmen dan sejenisnya, yang diklasifikasikan dalam bab 61, bab 62, dan bab 63;
alas kaki, sepatu dan sejenisnya yang diklasifikasikan dalam bab 64;
barang dari besi atau baja, yang diklasifikasikan dalam bab 73;
sepeda, skuter dan sejenisnya dengan penggerak motor listrik selain kondisi completely knocked down, yang diklasifikasikan dalam pos tarif / HS code 8711.60.92, pos tarif/HS code 8711.60.93, pos tarif/HS code 8711.60.94, pos tarif/HS code 8711.60.95, dan pos tarif/HS code 8711.60.99;
sepeda tidak bermotor, yang diklasifikasikan dalam pos 87.12; dan
jam tangan, yang diklasifikasikan dalam pos 91.01 dan pos 91.02.

Atas barang-barang yang disebutkan tersebut, diberlakukan tarif pembebanan umum (tarif sesuai MFN) untuk bea masuk dan pajak dalam rangka impor."
Elemen data apa saja yang harus tercantum dalam consignment note (CN) atas barang kiriman?,"Consignment note (CN) atas barang kiriman memuat elemen data sebagai berikut:nomor identitas Barang Kiriman;
nomor dan tanggal pemberitahuan pabean kedatangan sarana Pengangkut (inward manifest);
negara asal;
berat kotor (brutto);
biaya pengangkutan;
asuransi, jika ada;
harga barang dalam cara penyerahan (incoterm) Free on Board (FOB);
mata uang;
Nilai Dasar Penghitungan Bea Masuk (NDPBM);
uraian jumlah dan jenis barang;
International Mobile Equipment Identity (IMEI), apabila Barang Kiriman merupakan handphone, komputer genggam, dan/atau tablet;
pos tarif/HS code;
nomor dan tanggal invoice, jika Barang Kiriman merupakan hasil transaksi perdagangan;
nama dan alamat pengirim/penjual;
nomor identitas pengirim/penjual, jika ada;
nama dan alamat Penerima Barang;
Nomor Pokok Wajib Pajak (NPWP) Penerima Barang, jika tidak ada dapat menggunakan nomor identitas lain berupa nomor induk kependudukan untuk warga negara Indonesia, nomor paspor untuk warga negara asing, atau nomor identitas lainnya untuk selain warga negara Indonesia dan warga negara asing;
nomor telepon Penerima Barang, jika ada;
nama dan nomor identitas PPMSE, jika Barang Kiriman transaksinya melalui PPMSE; dan
kantor penyerahan Barang Kiriman, jika ada."
